"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YBL061C",65.9186686186768,-0.0141210450924512,0.221850030943231,0.936035247411627,0.970546460011847
"YBL063W",75.3481079944204,-0.101262768288019,0.251646489694495,0.656290103495667,0.776349523222453
"YBL064C",1478.75188034494,0.358919454635068,0.126332391688522,0.00360842392595271,0.0125956811747834
"YBL066C",210.333289073622,-0.0625533609505457,0.194414409768291,0.731872626472656,0.829352462433507
"YBL067C",172.69727408088,-0.449260352188235,0.170581846118069,0.00582270946198987,0.0189079486995554
"YBL068W",34.7277617959536,0.593471833983384,0.324816882286916,0.0324515536698403,0.0797445849060277
"YBL069W",16.5347021688719,0.67446523343234,0.432631816971863,0.0428122536695628,0.099178251870242
"YBL071C",21.318697050151,-0.0647740809126846,0.330353958270682,0.813091072617643,0.889191877880934
"YBL071C-B",0.744290606130178,0.10476127832256,0.591821174539094,0.458907362837139,0.607411170434199
"YBL071W-A",13.3887387215102,0.312732041202574,0.430773682281972,0.319476393950187,0.466157185690409
"YBL072C",781.382412906896,0.734245457794533,0.191884485521414,5.44640698697878e-05,0.000329325339314072
"YBL074C",23.8900714169463,-0.28032652461265,0.31508025234505,0.294149644222319,0.440522526715263
"YBL075C",245.490178979776,-0.877187580139386,0.164222722060803,3.14586611250045e-08,3.85918801702216e-07
"YBL076C",385.535197129543,0.37376038442755,0.253492133361789,0.102998512538565,0.198923593053102
"YBL078C",195.346766471706,-0.20209485979628,0.246554976105708,0.367837722059261,0.518819138613038
"YBL079W",179.990995465399,-0.766443386214367,0.195839845458132,3.41976985902575e-05,0.00021994248003788
"YBL080C",34.0019843314618,-0.00645030603490605,0.268159186262346,0.97720377243093,0.992166721944249
"YBL081W",33.862380091819,0.128996633023911,0.296488915579051,0.617798250888036,0.745777460141291
"YBL082C",48.4389059798894,-0.109704289902983,0.303191136341461,0.670843547160576,0.786903935900489
"YBL084C",107.068214081259,-0.689171749925817,0.279698795772963,0.00586827996006627,0.0190351932110528
"YBL085W",126.621658704151,-0.0666477900198087,0.198564693337772,0.721085919363079,0.823584961637894
"YBL086C",147.987062885246,-0.405149655051389,0.260475923289676,0.0838319901027489,0.169540815804813
"YBL087C",170.975877338157,0.416796403493321,0.217918271219282,0.0392420062058575,0.0925478010282129
"YBL088C",195.564867061171,-0.767169334481318,0.178658753650211,6.81433574641952e-06,5.14266705318395e-05
"YBL089W",53.3845730333172,-0.2485615715865,0.245851749256585,0.26111337958626,0.402679247049478
"YBL090W",108.766701378121,0.686585760724428,0.202155677180678,0.000314222357576533,0.00151881962636302
"YBL091C",454.66120321437,0.502369534698958,0.166836663509396,0.00166751841898456,0.00651063838505957
"YBL091C-A",37.728347358019,-0.487233320744013,0.320312027982546,0.0737984559300109,0.153787624695814
"YBL092W",693.385827361426,0.738796319402644,0.188182913660878,3.62531847288138e-05,0.000231414868686497
"YBL093C",66.4308395021872,-0.133265416238378,0.233318951005283,0.533591973400804,0.673856247705061
"YBL095W",100.548007018999,-0.699779650040446,0.259290304625517,0.0027918643582508,0.0101124515819509
"YBL097W",47.5267550976889,-0.208745199971598,0.276284151558033,0.392556806174512,0.543454919492666
"YBL098W",59.4753491109938,0.367595669832398,0.23081070530606,0.0829744846352753,0.168206010675114
"YBL099W",2854.72135757019,0.970017410586597,0.154963263467405,1.06525857222661e-10,2.0355998742356e-09
"YBL100W-A",0,NA,NA,NA,NA
"YBL100W-C",7.45146976208551,-0.00828114220252976,0.594776141709911,0.998762395669731,0.999816106669034
"YBL101C",219.886546927218,-0.624832310067009,0.183804614924621,0.000337520909070233,0.00161760422819673
"YBL102W",57.0335947485406,0.0660551895653632,0.248276566226291,0.770573526767368,0.85904251432069
